# Time(ns) B(a.u.) 
6753.74 0.000137076
6755.01 0.000164681
6756.24 0.00012937
6757.51 0.000157271
6758.74 0.000100029
6760.01 0.000182105
6761.24 0.000213406
6762.51 0.000184914
6763.74 0.000189792
6765.01 0.000209452
6766.24 8.83693e-05
6767.51 0.000149456
6768.74 0.000161669
6770.01 0.000165549
6771.24 0.000168487
6772.51 0.000159599
6773.74 8.22719e-05
6775.01 0.000151044
6776.24 0.000148236
6777.51 0.000160653
6778.74 0.000177061
6780.01 0.000264533
6781.24 9.32845e-05
6782.51 0.000186262
6783.74 8.67063e-05
6785.01 4.3377e-05
6786.24 0.000106699
6787.51 0.000214755
6788.74 0.000158731
6790.01 0.000142896
6791.24 9.15473e-05
6792.51 6.90975e-05
6793.74 0.000116788
6795.01 0.000139792
6796.24 1.99293e-05
6797.51 6.71203e-05
6798.74 0.000114348
6800.01 6.3776e-05
6801.24 5.64773e-05
6802.51 4.37466e-05
6803.74 3.56535e-05
6805.01 0.000122903
6806.24 0.000124733
6807.51 9.59451e-05
6808.74 4.78485e-05
6810.01 9.82548e-05
6811.24 2.51029e-05
6812.51 0.000103558
6813.74 6.46814e-05
6815.01 0.000109674
6816.24 0.000118026
6817.51 0.000226358
6818.74 0.000178558
6820.01 0.000160967
6821.24 0.000163443
6822.51 0.000144836
6823.74 0.000200619
6825.01 0.000155202
6826.24 7.59712e-05
6827.51 0.000110986
6828.74 6.6954e-05
6830.01 0.000125472
6831.24 0.000184877
6832.51 0.000169503
6833.74 0.00022124
6835.01 0.000203225
6836.24 0.00017222
6837.51 0.000197626
6838.74 0.000134434
6840.01 0.000201081
6841.24 0.000126951
6842.51 0.000211189
6843.74 8.74647e-05
6845.01 0.000104778
6846.24 7.85955e-05
6847.51 0.000160173
6848.74 8.12189e-05
6850.01 4.22503e-05
6851.24 3.3492e-05
6852.51 4.87361e-05
6853.74 0.000133824
6855.01 0.000119708
6856.24 7.22206e-05
6857.51 0.000123089
6858.74 0.000127579
6860.01 0.000134748
6861.24 7.87063e-05
6862.51 7.90018e-05
6863.74 7.60087e-05
6865.01 8.25128e-05
6866.24 0.00010827
6867.51 0.000114534
6868.74 0.000112187
6870.01 0.000119634
6871.24 3.66147e-05
6872.51 6.98184e-05
6873.74 8.80006e-05
6875.01 8.82035e-05
6876.24 6.61415e-05
6877.51 9.18807e-05
6878.74 4.6186e-05
6880.01 9.1862e-05
6881.24 6.61415e-05
6882.51 5.60898e-05
6883.74 8.26236e-05
6885.01 0.000148034
6886.24 6.75274e-05
6887.51 5.68661e-05
6888.74 0.000118359
6890.01 8.31036e-05
6891.24 6.5144e-05
6892.51 7.72833e-05
6893.74 5.14771e-06
6895.01 7.2461e-05
6896.24 7.87801e-05
6897.51 4.84957e-05
6898.74 3.65962e-05
6900.01 0.000108048
6901.24 -1.59719e-05
6902.51 1.76636e-06
6903.74 1.57907e-05
6905.01 -3.69623e-05
6906.24 2.62858e-05
6907.51 5.18695e-05
6908.74 9.88872e-06
6910.01 4.59567e-05
6911.24 -2.69737e-05
6912.51 4.54208e-05
6913.74 -2.64194e-05
6915.01 4.23535e-05
6916.24 -7.57173e-05
6917.51 -2.46455e-05
6918.74 1.54874e-05
6920.01 7.05455e-07
6921.24 7.72686e-06
6922.51 2.76825e-05
6923.74 1.12376e-05
6925.01 -3.78385e-05
6926.24 1.5007e-05
6927.51 1.17734e-05
6928.74 -1.47786e-05
6930.01 8.17843e-05
6931.24 1.43603e-05
6932.51 2.64445e-05
6933.74 2.9715e-05
6935.01 3.45561e-05
6936.24 2.31925e-05
6937.51 3.0103e-05
6938.74 -5.52259e-05
6940.01 2.00513e-05
6941.24 2.43935e-05
6942.51 8.81704e-06
6943.74 1.2531e-05
6945.01 1.75867e-06
6946.24 -4.83522e-05
6947.51 7.37652e-05
6948.74 2.57423e-05
6950.01 8.7062e-06
6951.24 -1.94534e-05
6952.51 -3.63233e-05
6953.74 -4.98489e-05
6955.01 2.19175e-05
6956.24 -7.18438e-06
6957.51 -4.62825e-05
6958.74 -6.75131e-05
6960.01 -6.39838e-05
6961.24 -0.000103951
6962.51 1.98111e-05
6963.74 -4.36773e-05
6965.01 -5.63897e-05
6966.24 -6.5333e-05
6967.51 -3.59978e-06
6968.74 -2.21511e-05
6970.01 7.33884e-06
6971.24 -7.17813e-05
6972.51 -3.00779e-05
6973.74 1.21615e-05
6975.01 9.24202e-06
6976.24 6.91386e-06
6977.51 7.00329e-05
6978.74 2.49109e-05
6980.01 -2.22066e-05
6981.24 -2.28789e-06
6982.51 7.13446e-05
6983.74 -4.57909e-06
6985.01 -5.42905e-06
6986.24 -5.62417e-05
6987.51 -3.69885e-05
6988.74 -2.54216e-05
6990.01 2.91792e-05
6991.24 -0.000120599
6992.51 -6.76794e-05
6993.74 -0.000104487
6995.01 -0.000119601
6996.24 -0.000119619
6997.51 1.40277e-05
6998.74 -5.96232e-05
7000.01 5.16107e-05
7001.24 -9.36474e-06
7002.51 -3.3293e-05
7003.74 -6.34113e-05
7005.01 2.98259e-05
7006.24 -2.19109e-05
7007.51 8.74312e-06
7008.74 -7.35184e-05
7010.01 -7.23171e-05
7011.24 3.58495e-05
7012.51 5.45854e-05
7013.74 -4.95714e-05
7015.01 -1.96751e-05
7016.24 -1.87698e-05
7017.51 -3.81156e-05
7018.74 -1.35222e-05
7020.01 7.11784e-05
7021.24 -6.26537e-05
7022.51 6.29559e-05
7023.74 7.32038e-06
7025.01 8.6877e-06
7026.24 4.54762e-05
7027.51 3.94711e-05
7028.74 -8.45937e-06
7030.01 4.77488e-05
7031.24 -1.75318e-05
7032.51 9.53766e-06
7033.74 5.43638e-05
7035.01 0.000105528
7036.24 4.89314e-05
7037.51 5.61564e-05
7038.74 4.43122e-05
7040.01 8.96743e-05
7041.24 5.34954e-05
7042.51 5.61193e-05
7043.74 9.77859e-05
7045.01 4.35731e-05
7046.24 7.82366e-05
7047.51 9.64925e-05
7048.74 6.60785e-05
7050.01 0.00014385
7051.24 -2.00262e-05
7052.51 0.000117556
7053.74 0.000101019
7055.01 0.00011314
7056.24 0.000117871
7057.51 0.000158706
7058.74 7.19359e-05
7060.01 0.0001015
7061.24 6.90166e-05
7062.51 0.000158447
7063.74 8.62745e-05
7065.01 0.000185277
7066.24 8.55724e-05
7067.51 9.20577e-05
7068.74 6.41938e-05
7070.01 7.98071e-05
7071.24 8.28931e-05
7072.51 0.000157837
7073.74 0.000145328
7075.01 0.000156858
7076.24 0.000131452
7077.51 0.000176297
7078.74 0.000114434
7080.01 0.00017223
7081.24 0.000154658
7082.51 0.000185515
7083.74 0.000154621
7085.01 0.00016434
7086.24 0.000111532
7087.51 0.000188102
7088.74 0.000114174
7090.01 0.000196731
7091.24 0.000153124
7092.51 0.000141022
7093.74 0.00017757
7095.01 0.000195309
7096.24 0.000162308
7097.51 0.000212567
7098.74 0.000145068
7100.01 0.000152829
7101.24 0.000115948
7102.51 0.00021107
7103.74 0.000127995
7105.01 0.000189414
7106.24 0.000239895
7107.51 0.000242772
7108.74 0.000153193
7110.01 0.000226475
7111.24 5.45971e-05
7112.51 0.000142698
7113.74 0.00014122
7115.01 0.000190444
7116.24 0.000107351
7117.51 0.000226179
7118.74 0.000146745
7120.01 0.000227066
7121.24 0.000185954
7122.51 0.000172114
7123.74 0.000175625
7125.01 0.000155946
7126.24 0.000106667
7127.51 0.000182535
7128.74 0.000128637
7130.01 0.000174091
7131.24 0.000172835
7132.51 0.000194379
7133.74 0.000233256
7135.01 0.000254431
7136.24 0.00021973
7137.51 0.000254172
7138.74 0.000259346
7140.01 0.000244472
7141.24 0.000153821
7142.51 0.000141515
7143.74 0.000151267
7145.01 0.0001312
7146.24 0.000139071
7147.51 0.000206939
7148.74 0.000172774
7150.01 0.00012135
7151.24 9.37261e-05
7152.51 0.000153852
7153.74 5.21515e-05
7155.01 0.000134488
7156.24 9.77542e-05
7157.51 0.000132954
7158.74 0.000118948
7160.01 0.000121036
7161.24 7.11095e-05
7162.51 0.000157455
7163.74 8.1993e-05
7165.01 0.000122237
7166.24 0.00010302
7167.51 0.000141417
7168.74 0.000102411
7170.01 0.000174288
7171.24 0.000113848
7172.51 0.000128224
7173.74 7.69486e-05
7175.01 5.97827e-05
7176.24 3.59269e-06
7177.51 0.000110836
7178.74 9.44099e-05
7180.01 0.000127614
7181.24 7.95725e-05
7182.51 3.5836e-05
7183.74 7.03703e-05
7185.01 0.000106309
7186.24 9.81238e-05
7187.51 0.000121128
7188.74 3.3822e-05
7190.01 6.1372e-05
7191.24 7.55627e-05
7192.51 0.000123456
7193.74 7.27171e-05
7195.01 5.26874e-05
7196.24 5.52004e-05
7197.51 8.49306e-05
7198.74 7.5341e-05
7200.01 0.000129683
7201.24 4.4465e-05
7202.51 9.26173e-05
7203.74 2.53592e-05
7205.01 2.97938e-05
7206.24 -4.7407e-06
7207.51 6.43655e-05
7208.74 3.93652e-05
7210.01 7.43247e-05
7211.24 -1.22426e-05
7212.51 2.05735e-05
7213.74 -3.14962e-05
7215.01 1.46607e-05
7216.24 5.1448e-06
7217.51 3.05884e-05
7218.74 1.00413e-05
7220.01 -1.03394e-05
7221.24 -1.35545e-05
7222.51 4.35966e-05
7223.74 -1.99477e-05
7225.01 1.04294e-05
7226.24 4.40585e-05
7227.51 1.49194e-05
7228.74 2.23289e-05
7230.01 4.48716e-05
7231.24 -5.36509e-05
7232.51 5.23919e-05
7233.74 2.06105e-05
7235.01 -4.01621e-05
7236.24 -9.68327e-05
7237.51 1.01153e-05
7238.74 -7.31631e-05
7240.01 -1.74347e-05
7241.24 -2.36986e-05
7242.51 -6.62707e-05
7243.74 -0.000120096
7245.01 -5.40201e-05
7246.24 -8.04619e-05
7247.51 -3.02212e-05
7248.74 -8.80376e-05
7250.01 -8.88135e-05
7251.24 -7.40869e-05
7252.51 -0.000101397
7253.74 -0.000198348
7255.01 -6.84512e-05
7256.24 -7.44749e-05
7257.51 -3.74459e-05
7258.74 -6.09679e-05
7260.01 -4.1511e-05
7261.24 -7.09272e-05
7262.51 -4.61118e-05
7263.74 -0.000146001
7265.01 -0.000141474
7266.24 -0.000114442
7267.51 -9.37283e-05
7268.74 -0.000141063
7270.01 -5.46623e-05
7271.24 -1.658e-05
7272.51 -5.33689e-05
7273.74 -1.92223e-05
7275.01 4.09037e-05
7276.24 -8.7534e-05
7277.51 -1.11292e-05
7278.74 -7.70018e-05
7280.01 -0.000121754
7281.24 -0.00012035
7282.51 -5.06342e-05
7283.74 -0.000100875
7285.01 -7.99027e-05
7286.24 -6.78921e-05
7287.51 -6.83172e-05
7288.74 -8.86611e-05
7290.01 -1.9444e-05
7291.24 -6.16097e-05
7292.51 -2.04049e-05
7293.74 -7.9644e-05
7295.01 -7.13661e-05
7296.24 -0.000136278
7297.51 -6.96293e-05
7298.74 -5.65841e-05
7300.01 -6.37719e-05
7301.24 -0.000123211
7302.51 -9.61042e-05
7303.74 -0.000137087
7305.01 -8.66437e-05
7306.24 -0.000111515
7307.51 -7.58711e-05
7308.74 -7.52244e-05
7310.01 -5.3587e-05
7311.24 -4.18909e-05
7312.51 -8.38536e-05
7313.74 -0.000138898
7315.01 -3.16358e-05
7316.24 -9.32769e-05
7317.51 -6.75194e-05
7318.74 -0.000154623
7320.01 -5.34762e-05
7321.24 -9.0561e-05
7322.51 -4.03203e-05
7323.74 -7.11408e-05
7325.01 -8.28927e-05
7326.24 -0.000146049
7327.51 -7.53169e-05
7328.74 -0.00015126
7330.01 -0.000182321
7331.24 -0.00010283
7332.51 -9.73605e-05
7333.74 -0.000118259
7335.01 -1.24191e-05
7336.24 -0.000151444
7337.51 -4.19648e-05
7338.74 -0.000105103
7340.01 -9.00063e-05
7341.24 -9.65663e-05
7342.51 -4.36463e-05
7343.74 -0.000107764
7345.01 -0.000105565
7346.24 -8.08972e-05
7347.51 1.95646e-06
7348.74 -6.52097e-05
7350.01 -5.46221e-05
7351.24 -9.26119e-05
7352.51 -5.03535e-05
7353.74 -0.000121141
7355.01 -8.10634e-05
7356.24 -8.4999e-05
7357.51 -4.59191e-05
7358.74 -0.000129179
7360.01 -6.05161e-05
7361.24 -0.000124467
7362.51 -5.79481e-05
7363.74 -4.18909e-05
7365.01 -4.63071e-05
7366.24 -0.000149615
7367.51 -7.52431e-05
7368.74 -8.20426e-05
7370.01 -2.30068e-05
7371.24 -5.26266e-05
7372.51 -6.94966e-05
7373.74 -7.87354e-05
7375.01 -7.92712e-05
7376.24 -0.000141614
7377.51 -3.72715e-05
7378.74 -0.000112235
7380.01 -8.40949e-06
7381.24 -5.32545e-05
7382.51 -9.40716e-05
7383.74 -7.1215e-05
7385.01 6.33568e-06
7386.24 -2.44111e-05
7387.51 -7.02353e-05
7388.74 -0.000118628
7390.01 -9.89497e-05
7391.24 -6.41009e-05
7392.51 -0.000105916
7393.74 -0.000114914
7395.01 -1.67059e-05
7396.24 -0.000101943
7397.51 -4.69538e-05
7398.74 -5.04644e-05
7400.01 -5.99436e-05
7401.24 -2.42632e-05
7402.51 1.70527e-05
7403.74 -3.70128e-05
7405.01 -6.2475e-05
7406.24 5.81827e-06
7407.51 -5.14252e-05
7408.74 -2.86055e-05
7410.01 9.05011e-05
7411.24 -5.83172e-05
7412.51 -1.18463e-05
7413.74 2.64013e-06
7415.01 -2.2397e-05
7416.24 -8.71608e-05
7417.51 -2.53904e-05
7418.74 -5.36241e-05
7420.01 -3.12487e-06
7421.24 -3.5978e-05
7422.51 -1.92189e-05
7423.74 -7.4116e-05
7425.01 1.26365e-05
7426.24 -4.29811e-05
7427.51 -1.82765e-05
7428.74 -4.73417e-05
7430.01 -1.94591e-05
7431.24 -6.32151e-06
7432.51 2.96729e-05
7433.74 -2.80696e-05
7435.01 3.28685e-06
7436.24 -3.14695e-05
7437.51 4.83352e-05
7438.74 3.49944e-05
7440.01 0.000105275
7441.24 2.85558e-05
7442.51 7.30684e-05
7443.74 -9.91464e-06
7445.01 5.79168e-05
7446.24 -3.23649e-05
7447.51 6.2795e-05
7448.74 2.20701e-05
7450.01 7.49347e-05
7451.24 2.25505e-05
7452.51 1.94801e-06
7453.74 -2.26827e-05
7455.01 6.4125e-05
7456.24 4.01043e-05
7457.51 8.34527e-05
7458.74 9.06039e-05
7460.01 8.12355e-05
7461.24 6.62501e-05
7462.51 5.59579e-05
7463.74 3.62055e-05
7465.01 -2.61749e-05
7466.24 5.69899e-06
7467.51 3.72218e-05
7468.74 1.42726e-05
7470.01 0.000110615
7471.24 -2.19435e-05
7472.51 7.34349e-06
7473.74 1.45313e-05
7475.01 5.21519e-05
7476.24 1.92954e-06
7477.51 0.000119817
7478.74 4.30238e-05
7480.01 9.39665e-05
7481.24 9.47241e-05
7482.51 0.000106014
7483.74 3.29904e-05
7485.01 0.000125471
7486.24 7.19967e-05
7487.51 9.84568e-05
7488.74 2.90362e-05
7490.01 2.31973e-05
7491.24 4.02152e-05
7492.51 2.59874e-05
7493.74 -3.88691e-05
7495.01 6.1557e-05
7496.24 6.4125e-05
7497.51 0.000102836
7498.74 4.06402e-05
7500.01 0.000114532
7501.24 8.09767e-05
7502.51 7.36414e-05
7503.74 -1.60492e-05
7505.01 5.01006e-05
7506.24 6.17599e-05
7507.51 0.000160708
7508.74 0.000125046
7510.01 0.000149566
7511.24 0.000115031
7512.51 8.61507e-05
7513.74 5.09506e-05
7515.01 7.85378e-05
7516.24 6.90032e-05
7517.51 0.00012148
7518.74 0.000177928
7520.01 0.000149232
7521.24 7.18291e-05
7522.51 9.27826e-05
7523.74 2.70393e-05
7525.01 4.17476e-05
7526.24 7.80932e-05
7527.51 7.78715e-05
7528.74 6.41827e-06
7530.01 0.00015472
7531.24 6.38099e-05
7532.51 0.000137259
7533.74 3.27859e-05
7535.01 2.40829e-05
7536.24 4.54615e-05
7537.51 0.000131475
7538.74 0.00011418
7540.01 0.000113866
7541.24 9.33556e-05
7542.51 0.000113644
7543.74 3.24533e-05
7545.01 3.52989e-05
7546.24 -8.60439e-05
7547.51 -2.77654e-05
7548.74 -5.07884e-05
7550.01 -3.37152e-05
7551.24 -1.25583e-05
7552.51 2.46927e-05
7553.74 -5.53675e-06
7555.01 4.86583e-05
7556.24 1.47332e-05
7557.51 -7.55086e-06
7558.74 -2.85415e-05
7560.01 7.57835e-05
7561.24 2.97925e-05
7562.51 8.0717e-05
7563.74 -3.43434e-05
7565.01 2.49144e-05
7566.24 4.07682e-05
7567.51 0.000102669
7568.74 5.20027e-05
7570.01 -3.92922e-06
7571.24 -2.50677e-05
7572.51 4.59419e-05
7573.74 4.16551e-05
7575.01 0.000127539
7576.24 7.32521e-05
7577.51 0.00015265
7578.74 2.50101e-06
7580.01 1.63592e-05
7581.24 5.71762e-05
7582.51 0.00012159
7583.74 0.00011418
7585.01 0.000108101
7586.24 4.22095e-05
7587.51 9.16555e-05
7588.74 6.07793e-05
7590.01 7.93311e-05
7591.24 -2.91697e-05
7592.51 1.36615e-05
7593.74 -4.77028e-05
7595.01 -1.0267e-05
7596.24 4.18247e-06
7597.51 6.06319e-05
7598.74 6.10752e-05
7600.01 7.06465e-05
7601.24 3.33033e-05
7602.51 3.79227e-05
7603.74 5.56831e-06
7605.01 5.83034e-05
7606.24 1.36615e-05
7607.51 0.000130791
7608.74 -1.91548e-05
7610.01 7.49888e-05
7611.24 6.28674e-05
7612.51 2.63035e-06
7613.74 -6.64544e-06
7615.01 3.60749e-05
7616.24 3.73868e-05
7617.51 5.25756e-05
7618.74 -5.44657e-05
7620.01 8.46897e-05
7621.24 3.19914e-05
7622.51 9.37069e-05
7623.74 3.42087e-05
7625.01 1.90754e-05
7626.24 -1.96537e-05
7627.51 4.0953e-05
7628.74 3.50217e-05
7630.01 6.13894e-05
7631.24 2.3159e-05
7632.51 3.03653e-05
7633.74 0.000101301
7635.01 8.21584e-05
7636.24 -1.82679e-05
7637.51 2.28449e-05
7638.74 -2.66567e-05
7640.01 1.93711e-05
7641.24 3.07903e-05
7642.51 1.77081e-05
7643.74 -3.37521e-05
7645.01 2.02211e-05
7646.24 4.82919e-06
7647.51 9.67553e-05
7648.74 5.09309e-05
7650.01 8.33038e-05
7651.24 3.79781e-05
7652.51 0.000179462
7653.74 3.11229e-05
7655.01 -2.46796e-05
7656.24 2.33623e-05
7657.51 0.000118024
7658.74 7.64302e-05
7660.01 0.000106013
7661.24 2.77415e-05
7662.51 1.45115e-05
7663.74 3.57608e-05
7665.01 7.46563e-05
7666.24 4.85475e-05
7667.51 9.28381e-05
7668.74 3.94194e-05
7670.01 0.000132029
7671.24 8.15671e-05
7672.51 6.10935e-05
7673.74 6.20173e-05
7675.01 0.000147052
7676.24 0.000110096
7677.51 0.000143855
7678.74 1.07605e-05
7680.01 0.000119169
7681.24 0.000155052
7682.51 0.000174177
7683.74 0.000138238
7685.01 3.929e-05
7686.24 5.20581e-05
7687.51 0.000202984
7688.74 0.000154073
7690.01 0.000173641
7691.24 5.91163e-05
7692.51 7.77973e-05
7693.74 8.3193e-05
7695.01 0.000176246
7696.24 6.75793e-05
7697.51 0.000204462
7698.74 0.000162407
7700.01 0.000116785
7701.24 0.000145333
7702.51 0.000165677
7703.74 0.000110632
7705.01 0.000148788
7706.24 0.000127077
7707.51 0.000174583
7708.74 0.000107103
7710.01 0.000186945
7711.24 0.000104461
7712.51 0.000127281
7713.74 0.000108489
7715.01 5.6345e-05
7716.24 3.21022e-05
7717.51 0.000134154
7718.74 0.000102114
7720.01 0.000115159
7721.24 5.10789e-05
7722.51 3.98628e-05
7723.74 8.69069e-05
7725.01 6.77455e-05
7726.24 1.57125e-05
7727.51 3.50217e-05
7728.74 2.45449e-05
7730.01 6.28307e-05
7731.24 5.22614e-05
7732.51 8.7332e-05
7733.74 4.46116e-05
7735.01 4.68139e-06
7736.24 7.49334e-05
7737.51 1.00953e-05
7738.74 3.56684e-05
7740.01 8.99742e-05
7741.24 3.59825e-05
7742.51 4.19139e-05
7743.74 -2.56774e-05
7745.01 -6.12839e-05
7746.24 5.73059e-05
7747.51 7.1312e-05
7748.74 9.46709e-06
7750.01 -3.78542e-05
7751.24 -5.37045e-06
7752.51 2.88317e-05
7753.74 1.33289e-05
7755.01 1.45669e-05
7756.24 -3.51195e-05
7757.51 1.20355e-05
7758.74 1.76157e-05
7760.01 3.03468e-05
7761.24 6.41827e-06
7762.51 4.90279e-05
7763.74 2.6522e-05
7765.01 4.32258e-05
7766.24 6.3662e-05
7767.51 2.70578e-05
7768.74 -1.30572e-05
7770.01 0.000138663
7771.24 3.0236e-05
7772.51 7.64485e-05
7773.74 -1.16529e-05
7775.01 1.59528e-05
7776.24 3.7627e-05
7777.51 0.000100895
7778.74 4.58682e-05
7780.01 1.71723e-05
7781.24 7.28637e-05
7782.51 4.86212e-05
7783.74 -3.20153e-05
7785.01 3.07349e-05
7786.24 3.60967e-06
7787.51 7.15739e-06
7788.74 3.96074e-06
7790.01 -1.86559e-05
7791.24 -2.08145e-06
7792.51 2.65774e-05
7793.74 3.22131e-05
7795.01 5.29081e-05
7796.24 -3.15903e-05
7797.51 -8.97364e-06
7798.74 -1.76733e-06
7800.01 7.20695e-05
7801.24 1.29593e-05
7802.51 -6.71936e-06
7803.74 -2.35895e-05
7805.01 -1.92472e-05
7806.24 3.12925e-06
7807.51 8.43756e-05
7808.74 4.99517e-05
7810.01 7.16074e-05
7811.24 8.14558e-05
7812.51 8.66482e-05
7813.74 2.63926e-05
7815.01 0.000100322
7816.24 5.36102e-05
7817.51 3.05501e-05
7818.74 5.12483e-06
7820.01 2.57274e-05
7821.24 -9.41708e-06
7822.51 7.83702e-05
7823.74 3.01436e-05
7825.01 4.31888e-05
7826.24 6.60302e-06
7827.51 4.24682e-05
7828.74 -2.47351e-05
7830.01 2.96817e-05
7831.24 -3.55075e-05
7832.51 -3.77988e-05
7833.74 -5.57774e-05
7835.01 -4.82016e-05
7836.24 2.08493e-05
7837.51 5.57166e-05
7838.74 -1.16898e-05
7840.01 -7.828e-06
7841.24 -3.86303e-05
7842.51 -2.89664e-05
7843.74 -4.11986e-05
7845.01 6.68034e-05
7846.24 -5.28027e-05
7847.51 -9.8236e-06
7848.74 1.00584e-05
7850.01 -3.81835e-06
7851.24 4.24128e-05
7852.51 1.56202e-05
7853.74 -3.0999e-05
7855.01 -6.60848e-06
7856.24 -5.34123e-05
7857.51 -5.56665e-05
7858.74 -2.28873e-05
7860.01 3.42489e-06
7861.24 -7.23703e-05
7862.51 4.97301e-05
7863.74 4.3466e-05
7865.01 -4.19932e-05
7866.24 -3.87378e-06
7867.51 8.52068e-05
7868.74 3.49293e-05
7870.01 6.1574e-05
7871.24 -4.96398e-06
7872.51 -2.50122e-05
7873.74 -3.20337e-05
7875.01 3.43195e-05
7876.24 4.11563e-05
7877.51 6.39024e-05
7878.74 -1.31865e-05
7880.01 2.8924e-05
7881.24 3.98998e-05
7882.51 4.03248e-05
7883.74 5.05984e-05
7885.01 3.85509e-05
7886.24 2.94599e-05
7887.51 5.51624e-05
7888.74 5.47928e-05
7890.01 5.27048e-05
7891.24 -1.68082e-05
7892.51 4.50736e-05
7893.74 4.44268e-05
7895.01 3.49293e-05
7896.24 -5.38744e-05
7897.51 8.02581e-06
7898.74 -1.85635e-05
7900.01 1.08714e-05
7901.24 -2.05406e-05
7902.51 8.70951e-06
7903.74 1.19431e-05
7905.01 -8.19756e-06
7906.24 -3.15316e-06
7907.51 3.2324e-05
7908.74 2.24384e-05
7910.01 -6.90412e-06
7911.24 -1.74364e-05
7912.51 6.69326e-05
7913.74 -9.86056e-06
7915.01 2.94229e-05
7916.24 4.99701e-05
7917.51 3.60379e-05
7918.74 4.38355e-05
7920.01 0.000142728
7921.24 4.23019e-05
7922.51 0.000125211
7923.74 4.14519e-05
7925.01 4.29301e-05
7926.24 1.32919e-05
7927.51 8.4431e-05
7928.74 1.33843e-05
7930.01 4.87321e-05
7931.24 6.35512e-05
7932.51 5.06941e-06
7933.74 1.38094e-05
7935.01 2.2346e-05
7936.24 -1.21333e-05
7937.51 2.95892e-05
7938.74 -8.41928e-06
7940.01 5.69733e-05
7941.24 5.10047e-05
7942.51 0.000108526
7943.74 9.00515e-06
7945.01 7.12749e-05
7946.24 8.53919e-05
7947.51 5.54949e-05
7948.74 1.03725e-05
7950.01 8.45972e-05
7951.24 -6.79324e-06
7952.51 9.25243e-05
7953.74 7.79635e-05
7955.01 -1.6494e-05
7956.24 3.20316e-06
7957.51 7.57464e-05
7958.74 -1.46647e-05
7960.01 4.11378e-05
7961.24 7.3215e-05
7962.51 2.66698e-05
7963.74 -3.13501e-05
7965.01 8.57427e-05
7966.24 3.40641e-06
7967.51 4.52398e-05
7968.74 2.14776e-05
7970.01 5.18181e-05
7971.24 4.25236e-05
7972.51 0.000101985
7973.74 5.16514e-05
7975.01 3.47815e-05
7976.24 2.55242e-05
7977.51 6.6415e-05
7978.74 -1.49049e-05
7980.01 0.000102871
7981.24 1.59528e-05
7982.51 6.2424e-05
7983.74 7.45303e-06
7985.01 -3.99987e-07
7986.24 1.08159e-05
7987.51 -1.91179e-05
7988.74 -1.69375e-05
7990.01 7.7779e-05
7991.24 6.92794e-05
7992.51 0.000111926
7993.74 5.47374e-05
7995.01 8.13266e-05
7996.24 -4.094e-05
7997.51 2.38427e-05
7998.74 3.61488e-05
8000.01 7.49888e-05
8001.24 4.07498e-05
8002.51 0.000109911
8003.74 1.42343e-05
8005.01 6.5085e-05
8006.24 3.30815e-05
8007.51 -2.42177e-05
8008.74 -4.71853e-05
8010.01 9.28568e-05
8011.24 3.87357e-05
8012.51 3.31554e-05
8013.74 -1.47386e-05
8015.01 -5.37448e-05
8016.24 -2.88925e-05
8017.51 4.15997e-05
8018.74 5.98743e-05
8020.01 7.93682e-05
8021.24 3.97889e-05
8022.51 4.59603e-05
8023.74 3.99922e-05
8025.01 5.9911e-05
8026.24 -4.41551e-05
8027.51 5.61599e-05
8028.74 -3.07588e-05
8030.01 3.36728e-05
8031.24 2.41383e-05
8032.51 0.000140474
8033.74 6.48817e-05
8035.01 0.000152798
8036.24 7.65039e-05
8037.51 0.000139365
8038.75 3.42641e-05
8040 6.96119e-05
8041.25 -1.47202e-05
8042.5 3.29522e-05
8043.75 6.52879e-05
8045 0.000104442
8046.25 7.78527e-05
8047.5 0.000168246
8048.75 0.000105218
8050 0.000136871
8051.25 0.000113127
8052.5 5.89872e-05
8053.75 5.90609e-05
8055 0.000117561
8056.25 0.000103001
8057.5 0.000149676
8058.75 9.21547e-05
8060 1.88537e-05
8061.25 7.87215e-05
8062.5 0.000160836
8063.75 5.29635e-05
8065 0.00010095
8066.25 4.54244e-05
8067.5 0.000107473
8068.75 0.000118448
8070 0.000149361
8071.25 8.85516e-05
8072.5 5.15405e-05
8073.75 1.43637e-05
8075 1.43821e-05
8076.25 3.54282e-05
8077.5 9.51478e-05
8078.75 3.78118e-05
8080 8.44493e-05
8081.25 3.82922e-05
8082.5 8.26755e-05
8083.75 5.66958e-05
8085 8.12712e-05
8086.25 5.8858e-05
8087.5 9.37623e-05
8088.75 0.000142728
8090 0.000126264
8091.25 0.000110706
8092.5 0.00015448
8093.75 0.000119723
8095 0.000184561
8096.25 5.68066e-05
8097.5 0.000118689
8098.75 4.84921e-05
8100 0.000102669
8101.25 7.64672e-05
8102.5 0.000103001
8103.75 3.24163e-05
8105 8.64265e-05
8106.25 4.78637e-05
8107.5 6.90577e-05
8108.75 0.000107583
8110 0.000125618
8111.25 0.000101874
8112.5 0.000119649
8113.75 5.41461e-05
8115 0.000176727
8116.25 0.000108932
8117.5 9.53145e-05
8118.75 0.00013251
8120 0.000171738
8121.25 0.000133452
8122.5 0.00013785
8123.75 9.61457e-05
8125 0.000140806
8126.25 0.000152632
8127.5 0.000138774
8128.75 7.06465e-05
8130 0.000232086
